id,post_id,shortcode,post_url,username,caption,likes_count,comments_count,posted_at,scraped_at,metadata,nama_resto,akun_resto,alamat,nomor_telepon,jam_operasional,caption_bersih,alamat_resolved,has_cta,caption_no_cta,jumlah_kata,jenis_tempat,akun_resto_norm,ig_username,ig_full_name,ig_category,ig_bio,ig_followers,ig_is_business,lokasi,alamat_final,jam_buka,jam_tutup
404,3792914546718555822,DSjI688kj6u,https://www.instagram.com/p/DSjI688kj6u/,kokokuliner,"celebrate the festive season with timeless elegance and unforgettable dining moments. from lavish international buffets at sailendra, refined cantonese celebrations at pearl chinese restaurant, to exquisite japanese dining and omakase at asuka—every experience is crafted to bring warmth, flavour, and joy to the holidays
.
festive dining highlights
• christmas eve dinner & christmas day brunch: from idr 888,000++
• new year’s eve dinner: from idr 888,000++
• new year’s day brunch: idr 688,000++

complete the celebration with the royal rouge collection, jw marriott hotel jakarta’s signature festive hampers—beautifully designed, thoughtfully curated, and perfect for sharing the joy of the season. available from idr 888,000 nett
.
a season of warmth, wonder, and timeless festivities at jw marriott hotel jakarta⤵️
.
jw marriot jakarta
🖥️ @jwmarriottjkt 
📍 jl. dr. ide anak agung gde agung no.1&2, kuningan, jakarta
📞 0811 9610 0137

#kokokuliner #kokokulinerhotel #kokokulinerhoteljakarta #christmasjakarta #jwmarriotjakarta",3,21,2025-12-22 09:35:02,2026-01-13 10:52:22.187863,"{'media_type': 2, 'product_type': 'clips'}",JW MARRIOT JAKARTA,@jwmarriottjkt,"Jl. Dr. Ide Anak Agung Gde Agung No.1&2, Kuningan, Jakarta",0811 9610 0137,,"celebrate the festive season with timeless elegance and unforgettable dining moments. from lavish international buffets at sailendra, refined cantonese celebrations at pearl chinese restaurant, to exquisite japanese dining and omakase at asukaevery experience is crafted to bring warmth, flavour, and joy to the holidays
.
festive dining highlights christmas eve dinner & christmas day brunch: from idr 888,000++ new years eve dinner: from idr 888,000++ new years day brunch: idr 688,000++ complete the celebration with the royal rouge collection, jw marriott hotel jakartas signature festive hampersbeautifully designed, thoughtfully curated, and perfect for sharing the joy of the season. available from idr 888,000 nett
.
a season of warmth, wonder, and timeless festivities at jw marriott hotel jakarta","Jl. Dr. Ide Anak Agung Gde Agung No.1&2, Kuningan, Jakarta",False,"celebrate the festive season with timeless elegance and unforgettable dining moments. from lavish international buffets at sailendra, refined cantonese celebrations at pearl chinese restaurant, to exquisite japanese dining and omakase at asukaevery experience is crafted to bring warmth, flavour, and joy to the holidays
. festive dining highlights christmas eve dinner & christmas day brunch: from idr 888,000++ new years eve dinner: from idr 888,000++ new years day brunch: idr 688,000++ complete the celebration with the royal rouge collection, jw marriott hotel jakartas signature festive hampersbeautifully designed, thoughtfully curated, and perfect for sharing the joy of the season. available from idr 888,000 nett
. a season of warmth, wonder, and timeless festivities at jw marriott hotel jakarta",117,Event,jwmarriottjkt,jwmarriottjkt,jw marriott hotel jakarta,,"located in the heart of the business triangle of mega kuningan, jakarta, indonesia. 
click link below to discover the on-going offers 👇",38319.0,True,Jakarta Selatan,"Jl. Dr. Ide Anak Agung Gde Agung No.1&2, Kuningan, Jakarta",,
404,3792914546718555822,DSjI688kj6u,https://www.instagram.com/p/DSjI688kj6u/,kokokuliner,"celebrate the festive season with timeless elegance and unforgettable dining moments. from lavish international buffets at sailendra, refined cantonese celebrations at pearl chinese restaurant, to exquisite japanese dining and omakase at asuka—every experience is crafted to bring warmth, flavour, and joy to the holidays
.
festive dining highlights
• christmas eve dinner & christmas day brunch: from idr 888,000++
• new year’s eve dinner: from idr 888,000++
• new year’s day brunch: idr 688,000++

complete the celebration with the royal rouge collection, jw marriott hotel jakarta’s signature festive hampers—beautifully designed, thoughtfully curated, and perfect for sharing the joy of the season. available from idr 888,000 nett
.
a season of warmth, wonder, and timeless festivities at jw marriott hotel jakarta⤵️
.
jw marriot jakarta
🖥️ @jwmarriottjkt 
📍 jl. dr. ide anak agung gde agung no.1&2, kuningan, jakarta
📞 0811 9610 0137

#kokokuliner #kokokulinerhotel #kokokulinerhoteljakarta #christmasjakarta #jwmarriotjakarta",3,21,2025-12-22 09:35:02,2026-01-13 10:52:22.187863,"{'media_type': 2, 'product_type': 'clips'}",JW MARRIOT JAKARTA,@jwmarriottjkt,"Jl. Dr. Ide Anak Agung Gde Agung No.1&2, Kuningan, Jakarta",0811 9610 0137,,"celebrate the festive season with timeless elegance and unforgettable dining moments. from lavish international buffets at sailendra, refined cantonese celebrations at pearl chinese restaurant, to exquisite japanese dining and omakase at asukaevery experience is crafted to bring warmth, flavour, and joy to the holidays
.
festive dining highlights christmas eve dinner & christmas day brunch: from idr 888,000++ new years eve dinner: from idr 888,000++ new years day brunch: idr 688,000++ complete the celebration with the royal rouge collection, jw marriott hotel jakartas signature festive hampersbeautifully designed, thoughtfully curated, and perfect for sharing the joy of the season. available from idr 888,000 nett
.
a season of warmth, wonder, and timeless festivities at jw marriott hotel jakarta","Jl. Dr. Ide Anak Agung Gde Agung No.1&2, Kuningan, Jakarta",False,"celebrate the festive season with timeless elegance and unforgettable dining moments. from lavish international buffets at sailendra, refined cantonese celebrations at pearl chinese restaurant, to exquisite japanese dining and omakase at asukaevery experience is crafted to bring warmth, flavour, and joy to the holidays
. festive dining highlights christmas eve dinner & christmas day brunch: from idr 888,000++ new years eve dinner: from idr 888,000++ new years day brunch: idr 688,000++ complete the celebration with the royal rouge collection, jw marriott hotel jakartas signature festive hampersbeautifully designed, thoughtfully curated, and perfect for sharing the joy of the season. available from idr 888,000 nett
. a season of warmth, wonder, and timeless festivities at jw marriott hotel jakarta",117,Hotel / Staycation,jwmarriottjkt,jwmarriottjkt,jw marriott hotel jakarta,,"located in the heart of the business triangle of mega kuningan, jakarta, indonesia. 
click link below to discover the on-going offers 👇",38319.0,True,Jakarta Selatan,"Jl. Dr. Ide Anak Agung Gde Agung No.1&2, Kuningan, Jakarta",,
404,3792914546718555822,DSjI688kj6u,https://www.instagram.com/p/DSjI688kj6u/,kokokuliner,"celebrate the festive season with timeless elegance and unforgettable dining moments. from lavish international buffets at sailendra, refined cantonese celebrations at pearl chinese restaurant, to exquisite japanese dining and omakase at asuka—every experience is crafted to bring warmth, flavour, and joy to the holidays
.
festive dining highlights
• christmas eve dinner & christmas day brunch: from idr 888,000++
• new year’s eve dinner: from idr 888,000++
• new year’s day brunch: idr 688,000++

complete the celebration with the royal rouge collection, jw marriott hotel jakarta’s signature festive hampers—beautifully designed, thoughtfully curated, and perfect for sharing the joy of the season. available from idr 888,000 nett
.
a season of warmth, wonder, and timeless festivities at jw marriott hotel jakarta⤵️
.
jw marriot jakarta
🖥️ @jwmarriottjkt 
📍 jl. dr. ide anak agung gde agung no.1&2, kuningan, jakarta
📞 0811 9610 0137

#kokokuliner #kokokulinerhotel #kokokulinerhoteljakarta #christmasjakarta #jwmarriotjakarta",3,21,2025-12-22 09:35:02,2026-01-13 10:52:22.187863,"{'media_type': 2, 'product_type': 'clips'}",JW MARRIOT JAKARTA,@jwmarriottjkt,"Jl. Dr. Ide Anak Agung Gde Agung No.1&2, Kuningan, Jakarta",0811 9610 0137,,"celebrate the festive season with timeless elegance and unforgettable dining moments. from lavish international buffets at sailendra, refined cantonese celebrations at pearl chinese restaurant, to exquisite japanese dining and omakase at asukaevery experience is crafted to bring warmth, flavour, and joy to the holidays
.
festive dining highlights christmas eve dinner & christmas day brunch: from idr 888,000++ new years eve dinner: from idr 888,000++ new years day brunch: idr 688,000++ complete the celebration with the royal rouge collection, jw marriott hotel jakartas signature festive hampersbeautifully designed, thoughtfully curated, and perfect for sharing the joy of the season. available from idr 888,000 nett
.
a season of warmth, wonder, and timeless festivities at jw marriott hotel jakarta","Jl. Dr. Ide Anak Agung Gde Agung No.1&2, Kuningan, Jakarta",False,"celebrate the festive season with timeless elegance and unforgettable dining moments. from lavish international buffets at sailendra, refined cantonese celebrations at pearl chinese restaurant, to exquisite japanese dining and omakase at asukaevery experience is crafted to bring warmth, flavour, and joy to the holidays
. festive dining highlights christmas eve dinner & christmas day brunch: from idr 888,000++ new years eve dinner: from idr 888,000++ new years day brunch: idr 688,000++ complete the celebration with the royal rouge collection, jw marriott hotel jakartas signature festive hampersbeautifully designed, thoughtfully curated, and perfect for sharing the joy of the season. available from idr 888,000 nett
. a season of warmth, wonder, and timeless festivities at jw marriott hotel jakarta",117,Restaurant,jwmarriottjkt,jwmarriottjkt,jw marriott hotel jakarta,,"located in the heart of the business triangle of mega kuningan, jakarta, indonesia. 
click link below to discover the on-going offers 👇",38319.0,True,Jakarta Selatan,"Jl. Dr. Ide Anak Agung Gde Agung No.1&2, Kuningan, Jakarta",,
405,3792840631623281762,DSi4HWJkuxi,https://www.instagram.com/p/DSi4HWJkuxi/,kokokuliner,"a season of joy and wonder 🎅🏻
.
christmas at shangri-la jakarta from festive global feasts at satoo, elegant italian celebrations at rosso, to refined chinese and japanese dining at jia and nishimura. shangri-la jakarta turns the holiday season into a culinary celebration.
.
enjoy christmas eve & christmas day buffets, indulgent new year spreads, festive dim sum, italian set menus, and beautifully crafted japanese bento — each experience thoughtfully curated to celebrate togetherness, flavour, and festive joy⤵️
.
shangri-la jakarta
🖥️ @shangrilajkt 
📍 jl. jenderal sudirman kav.1, jakarta
📞 0878-5659-8864

#kokokuliner #kokokulinerhotel  #aseasonofjoyandwonder #shangrilajkt #find yourshangrila",3,34,2025-12-22 07:04:38,2026-01-13 10:52:22.201726,"{'media_type': 2, 'product_type': 'clips'}",SHANGRI-LA JAKARTA,@shangrilajkt,"Jl. Jenderal Sudirman Kav.1, Jakarta",0878-5659-8864,,"a season of joy and wonder .
christmas at shangri-la jakarta from festive global feasts at satoo, elegant italian celebrations at rosso, to refined chinese and japanese dining at jia and nishimura. shangri-la jakarta turns the holiday season into a culinary celebration.
.
enjoy christmas eve & christmas day buffets, indulgent new year spreads, festive dim sum, italian set menus, and beautifully crafted japanese bento each experience thoughtfully curated to celebrate togetherness, flavour, and festive joy","Jl. Jenderal Sudirman Kav.1, Jakarta",False,"a season of joy and wonder . christmas at shangri-la jakarta from festive global feasts at satoo, elegant italian celebrations at rosso, to refined chinese and japanese dining at jia and nishimura. shangri-la jakarta turns the holiday season into a culinary celebration. . enjoy christmas eve & christmas day buffets, indulgent new year spreads, festive dim sum, italian set menus, and beautifully crafted japanese bento each experience thoughtfully curated to celebrate togetherness, flavour, and festive joy",76,Asian,shangrilajkt,shangrilajkt,shangri-la jakarta,,where the city meets!,74946.0,True,Jakarta Pusat,"Jl. Jenderal Sudirman Kav.1, Jakarta",,
405,3792840631623281762,DSi4HWJkuxi,https://www.instagram.com/p/DSi4HWJkuxi/,kokokuliner,"a season of joy and wonder 🎅🏻
.
christmas at shangri-la jakarta from festive global feasts at satoo, elegant italian celebrations at rosso, to refined chinese and japanese dining at jia and nishimura. shangri-la jakarta turns the holiday season into a culinary celebration.
.
enjoy christmas eve & christmas day buffets, indulgent new year spreads, festive dim sum, italian set menus, and beautifully crafted japanese bento — each experience thoughtfully curated to celebrate togetherness, flavour, and festive joy⤵️
.
shangri-la jakarta
🖥️ @shangrilajkt 
📍 jl. jenderal sudirman kav.1, jakarta
📞 0878-5659-8864

#kokokuliner #kokokulinerhotel  #aseasonofjoyandwonder #shangrilajkt #find yourshangrila",3,34,2025-12-22 07:04:38,2026-01-13 10:52:22.201726,"{'media_type': 2, 'product_type': 'clips'}",SHANGRI-LA JAKARTA,@shangrilajkt,"Jl. Jenderal Sudirman Kav.1, Jakarta",0878-5659-8864,,"a season of joy and wonder .
christmas at shangri-la jakarta from festive global feasts at satoo, elegant italian celebrations at rosso, to refined chinese and japanese dining at jia and nishimura. shangri-la jakarta turns the holiday season into a culinary celebration.
.
enjoy christmas eve & christmas day buffets, indulgent new year spreads, festive dim sum, italian set menus, and beautifully crafted japanese bento each experience thoughtfully curated to celebrate togetherness, flavour, and festive joy","Jl. Jenderal Sudirman Kav.1, Jakarta",False,"a season of joy and wonder . christmas at shangri-la jakarta from festive global feasts at satoo, elegant italian celebrations at rosso, to refined chinese and japanese dining at jia and nishimura. shangri-la jakarta turns the holiday season into a culinary celebration. . enjoy christmas eve & christmas day buffets, indulgent new year spreads, festive dim sum, italian set menus, and beautifully crafted japanese bento each experience thoughtfully curated to celebrate togetherness, flavour, and festive joy",76,Event,shangrilajkt,shangrilajkt,shangri-la jakarta,,where the city meets!,74946.0,True,Jakarta Pusat,"Jl. Jenderal Sudirman Kav.1, Jakarta",,
405,3792840631623281762,DSi4HWJkuxi,https://www.instagram.com/p/DSi4HWJkuxi/,kokokuliner,"a season of joy and wonder 🎅🏻
.
christmas at shangri-la jakarta from festive global feasts at satoo, elegant italian celebrations at rosso, to refined chinese and japanese dining at jia and nishimura. shangri-la jakarta turns the holiday season into a culinary celebration.
.
enjoy christmas eve & christmas day buffets, indulgent new year spreads, festive dim sum, italian set menus, and beautifully crafted japanese bento — each experience thoughtfully curated to celebrate togetherness, flavour, and festive joy⤵️
.
shangri-la jakarta
🖥️ @shangrilajkt 
📍 jl. jenderal sudirman kav.1, jakarta
📞 0878-5659-8864

#kokokuliner #kokokulinerhotel  #aseasonofjoyandwonder #shangrilajkt #find yourshangrila",3,34,2025-12-22 07:04:38,2026-01-13 10:52:22.201726,"{'media_type': 2, 'product_type': 'clips'}",SHANGRI-LA JAKARTA,@shangrilajkt,"Jl. Jenderal Sudirman Kav.1, Jakarta",0878-5659-8864,,"a season of joy and wonder .
christmas at shangri-la jakarta from festive global feasts at satoo, elegant italian celebrations at rosso, to refined chinese and japanese dining at jia and nishimura. shangri-la jakarta turns the holiday season into a culinary celebration.
.
enjoy christmas eve & christmas day buffets, indulgent new year spreads, festive dim sum, italian set menus, and beautifully crafted japanese bento each experience thoughtfully curated to celebrate togetherness, flavour, and festive joy","Jl. Jenderal Sudirman Kav.1, Jakarta",False,"a season of joy and wonder . christmas at shangri-la jakarta from festive global feasts at satoo, elegant italian celebrations at rosso, to refined chinese and japanese dining at jia and nishimura. shangri-la jakarta turns the holiday season into a culinary celebration. . enjoy christmas eve & christmas day buffets, indulgent new year spreads, festive dim sum, italian set menus, and beautifully crafted japanese bento each experience thoughtfully curated to celebrate togetherness, flavour, and festive joy",76,Restaurant,shangrilajkt,shangrilajkt,shangri-la jakarta,,where the city meets!,74946.0,True,Jakarta Pusat,"Jl. Jenderal Sudirman Kav.1, Jakarta",,
406,3792543449187775109,DSh0ixcEnKF,https://www.instagram.com/p/DSh0ixcEnKF/,kokokuliner,"the season to shine ✨
.
celebrate christmas the japanese way at keyaki. an exclusive six-course kirameku kurisumasu dinner featuring refined kaiseki creations, premium ingredients, and beautiful city views. price at idr 1,500,000++ per set | available 24 & 25 december 2025 (dinner). festive in bento at idr 500.000++. reserve now⤵️
.
keyaki restaurant
🖥️ @keyakijakarta 
📍 @panpacific.jakarta 
📞 021 50820003

#kokokuliner #kokokulinerhotel #kokokulinerhoteljakarta #keyakirestaurant #panpacificjakarta",3,18,2025-12-21 21:16:16,2026-01-13 10:52:22.215310,"{'media_type': 2, 'product_type': 'clips'}",KEYAKI RESTAURANT,@keyakijakarta,@panpacific.jakarta,021 50820003,,"the season to shine .
celebrate christmas the japanese way at keyaki. an exclusive six-course kirameku kurisumasu dinner featuring refined kaiseki creations, premium ingredients, and beautiful city views. price at idr 1,500,000++ per set | available 24 & 25 december 2025 (dinner). festive in bento at idr 500.000++. reserve now",Pan Pacific Jakarta,True,"the season to shine . celebrate christmas the japanese way at keyaki. an exclusive six-course kirameku kurisumasu dinner featuring refined kaiseki creations, premium ingredients, and beautiful city views. price at idr 1,500,000++ per set | available 24 & 25 december 2025 (dinner). festive in bento at idr 500.000++.",48,Asian,keyakijakarta,keyakijakarta,keyaki japanese restaurant,,"exquisite japanese cuisine with modern elegance in indonesia's highest restaurant.
📍level 90th @panpacific.jakarta",4113.0,True,Jakarta Pusat,Pan Pacific Jakarta,,
406,3792543449187775109,DSh0ixcEnKF,https://www.instagram.com/p/DSh0ixcEnKF/,kokokuliner,"the season to shine ✨
.
celebrate christmas the japanese way at keyaki. an exclusive six-course kirameku kurisumasu dinner featuring refined kaiseki creations, premium ingredients, and beautiful city views. price at idr 1,500,000++ per set | available 24 & 25 december 2025 (dinner). festive in bento at idr 500.000++. reserve now⤵️
.
keyaki restaurant
🖥️ @keyakijakarta 
📍 @panpacific.jakarta 
📞 021 50820003

#kokokuliner #kokokulinerhotel #kokokulinerhoteljakarta #keyakirestaurant #panpacificjakarta",3,18,2025-12-21 21:16:16,2026-01-13 10:52:22.215310,"{'media_type': 2, 'product_type': 'clips'}",KEYAKI RESTAURANT,@keyakijakarta,@panpacific.jakarta,021 50820003,,"the season to shine .
celebrate christmas the japanese way at keyaki. an exclusive six-course kirameku kurisumasu dinner featuring refined kaiseki creations, premium ingredients, and beautiful city views. price at idr 1,500,000++ per set | available 24 & 25 december 2025 (dinner). festive in bento at idr 500.000++. reserve now",Pan Pacific Jakarta,True,"the season to shine . celebrate christmas the japanese way at keyaki. an exclusive six-course kirameku kurisumasu dinner featuring refined kaiseki creations, premium ingredients, and beautiful city views. price at idr 1,500,000++ per set | available 24 & 25 december 2025 (dinner). festive in bento at idr 500.000++.",48,Event,keyakijakarta,keyakijakarta,keyaki japanese restaurant,,"exquisite japanese cuisine with modern elegance in indonesia's highest restaurant.
📍level 90th @panpacific.jakarta",4113.0,True,Jakarta Pusat,Pan Pacific Jakarta,,
406,3792543449187775109,DSh0ixcEnKF,https://www.instagram.com/p/DSh0ixcEnKF/,kokokuliner,"the season to shine ✨
.
celebrate christmas the japanese way at keyaki. an exclusive six-course kirameku kurisumasu dinner featuring refined kaiseki creations, premium ingredients, and beautiful city views. price at idr 1,500,000++ per set | available 24 & 25 december 2025 (dinner). festive in bento at idr 500.000++. reserve now⤵️
.
keyaki restaurant
🖥️ @keyakijakarta 
📍 @panpacific.jakarta 
📞 021 50820003

#kokokuliner #kokokulinerhotel #kokokulinerhoteljakarta #keyakirestaurant #panpacificjakarta",3,18,2025-12-21 21:16:16,2026-01-13 10:52:22.215310,"{'media_type': 2, 'product_type': 'clips'}",KEYAKI RESTAURANT,@keyakijakarta,@panpacific.jakarta,021 50820003,,"the season to shine .
celebrate christmas the japanese way at keyaki. an exclusive six-course kirameku kurisumasu dinner featuring refined kaiseki creations, premium ingredients, and beautiful city views. price at idr 1,500,000++ per set | available 24 & 25 december 2025 (dinner). festive in bento at idr 500.000++. reserve now",Pan Pacific Jakarta,True,"the season to shine . celebrate christmas the japanese way at keyaki. an exclusive six-course kirameku kurisumasu dinner featuring refined kaiseki creations, premium ingredients, and beautiful city views. price at idr 1,500,000++ per set | available 24 & 25 december 2025 (dinner). festive in bento at idr 500.000++.",48,Restaurant,keyakijakarta,keyakijakarta,keyaki japanese restaurant,,"exquisite japanese cuisine with modern elegance in indonesia's highest restaurant.
📍level 90th @panpacific.jakarta",4113.0,True,Jakarta Pusat,Pan Pacific Jakarta,,
407,3792444830791116718,DSheHr5kieu,https://www.instagram.com/p/DSheHr5kieu/,kokokuliner,"a playful holiday at the oddbird 🐦‍⬛
.
celebrate christmas eve and christmas day with festive feasts at copa—featuring slow-roasted ribeye, traditional turkey, latin-style grills, fresh seafood, and indulgent festive desserts. the celebration continues with a cheerful christmas day brunch, offering comforting classics, vibrant flavours, and sparkling sips to carry the holiday spirit into the afternoon
.
christmas eve dinner idr 750.000++
christmas day brunch idr 650.000++
:
the oddbird presents three holiday hampers: odd treat (idr 788,000++), merry little box (idr 988,000++), and big cheers (idr 1,288,000++). reserve now⤵️
.
copa
🖥️ @copajkt 
📍 @25hourshotel_jakarta 
📞 0817 0372 8888

#kokokuliner #kokokulinerhotel #kokokulinerhoteljakarta #coppajakarta #25hrsjakarta",3,35,2025-12-21 17:59:47,2026-01-13 10:52:22.225939,"{'media_type': 2, 'product_type': 'clips'}",COPA,@copajkt,@25hourshotel_jakarta,0817 0372 8888,,"a playful holiday at the oddbird .
celebrate christmas eve and christmas day with festive feasts at copafeaturing slow-roasted ribeye, traditional turkey, latin-style grills, fresh seafood, and indulgent festive desserts. the celebration continues with a cheerful christmas day brunch, offering comforting classics, vibrant flavours, and sparkling sips to carry the holiday spirit into the afternoon
.
christmas eve dinner idr 750.000++
christmas day brunch idr 650.000++
:
the oddbird presents three holiday hampers: odd treat (idr 788,000++), merry little box (idr 988,000++), and big cheers (idr 1,288,000++). reserve now",25hours Hotel The Oddbird,True,"a playful holiday at the oddbird . celebrate christmas eve and christmas day with festive feasts at copafeaturing slow-roasted ribeye, traditional turkey, latin-style grills, fresh seafood, and indulgent festive desserts. the celebration continues with a cheerful christmas day brunch, offering comforting classics, vibrant flavours, and sparkling sips to carry the holiday spirit into the afternoon
. christmas eve dinner idr 750.000++
christmas day brunch idr 650.000++
:
the oddbird presents three holiday hampers: odd treat (idr 788,000++), merry little box (idr 988,000++), and big cheers (idr 1,288,000++).",87,Event,copajkt,copajkt,copa,,"latin american bistro 
@25hourshotel_jakarta lobby
open daily 6 am - 10 pm
reservation : 0817 0372 8888",3442.0,True,Jakarta Selatan,"25hours Hotel The Oddbird, Jakarta Selatan",,
407,3792444830791116718,DSheHr5kieu,https://www.instagram.com/p/DSheHr5kieu/,kokokuliner,"a playful holiday at the oddbird 🐦‍⬛
.
celebrate christmas eve and christmas day with festive feasts at copa—featuring slow-roasted ribeye, traditional turkey, latin-style grills, fresh seafood, and indulgent festive desserts. the celebration continues with a cheerful christmas day brunch, offering comforting classics, vibrant flavours, and sparkling sips to carry the holiday spirit into the afternoon
.
christmas eve dinner idr 750.000++
christmas day brunch idr 650.000++
:
the oddbird presents three holiday hampers: odd treat (idr 788,000++), merry little box (idr 988,000++), and big cheers (idr 1,288,000++). reserve now⤵️
.
copa
🖥️ @copajkt 
📍 @25hourshotel_jakarta 
📞 0817 0372 8888

#kokokuliner #kokokulinerhotel #kokokulinerhoteljakarta #coppajakarta #25hrsjakarta",3,35,2025-12-21 17:59:47,2026-01-13 10:52:22.225939,"{'media_type': 2, 'product_type': 'clips'}",COPA,@copajkt,@25hourshotel_jakarta,0817 0372 8888,,"a playful holiday at the oddbird .
celebrate christmas eve and christmas day with festive feasts at copafeaturing slow-roasted ribeye, traditional turkey, latin-style grills, fresh seafood, and indulgent festive desserts. the celebration continues with a cheerful christmas day brunch, offering comforting classics, vibrant flavours, and sparkling sips to carry the holiday spirit into the afternoon
.
christmas eve dinner idr 750.000++
christmas day brunch idr 650.000++
:
the oddbird presents three holiday hampers: odd treat (idr 788,000++), merry little box (idr 988,000++), and big cheers (idr 1,288,000++). reserve now",25hours Hotel The Oddbird,True,"a playful holiday at the oddbird . celebrate christmas eve and christmas day with festive feasts at copafeaturing slow-roasted ribeye, traditional turkey, latin-style grills, fresh seafood, and indulgent festive desserts. the celebration continues with a cheerful christmas day brunch, offering comforting classics, vibrant flavours, and sparkling sips to carry the holiday spirit into the afternoon
. christmas eve dinner idr 750.000++
christmas day brunch idr 650.000++
:
the oddbird presents three holiday hampers: odd treat (idr 788,000++), merry little box (idr 988,000++), and big cheers (idr 1,288,000++).",87,Hampers,copajkt,copajkt,copa,,"latin american bistro 
@25hourshotel_jakarta lobby
open daily 6 am - 10 pm
reservation : 0817 0372 8888",3442.0,True,Jakarta Selatan,"25hours Hotel The Oddbird, Jakarta Selatan",,
407,3792444830791116718,DSheHr5kieu,https://www.instagram.com/p/DSheHr5kieu/,kokokuliner,"a playful holiday at the oddbird 🐦‍⬛
.
celebrate christmas eve and christmas day with festive feasts at copa—featuring slow-roasted ribeye, traditional turkey, latin-style grills, fresh seafood, and indulgent festive desserts. the celebration continues with a cheerful christmas day brunch, offering comforting classics, vibrant flavours, and sparkling sips to carry the holiday spirit into the afternoon
.
christmas eve dinner idr 750.000++
christmas day brunch idr 650.000++
:
the oddbird presents three holiday hampers: odd treat (idr 788,000++), merry little box (idr 988,000++), and big cheers (idr 1,288,000++). reserve now⤵️
.
copa
🖥️ @copajkt 
📍 @25hourshotel_jakarta 
📞 0817 0372 8888

#kokokuliner #kokokulinerhotel #kokokulinerhoteljakarta #coppajakarta #25hrsjakarta",3,35,2025-12-21 17:59:47,2026-01-13 10:52:22.225939,"{'media_type': 2, 'product_type': 'clips'}",COPA,@copajkt,@25hourshotel_jakarta,0817 0372 8888,,"a playful holiday at the oddbird .
celebrate christmas eve and christmas day with festive feasts at copafeaturing slow-roasted ribeye, traditional turkey, latin-style grills, fresh seafood, and indulgent festive desserts. the celebration continues with a cheerful christmas day brunch, offering comforting classics, vibrant flavours, and sparkling sips to carry the holiday spirit into the afternoon
.
christmas eve dinner idr 750.000++
christmas day brunch idr 650.000++
:
the oddbird presents three holiday hampers: odd treat (idr 788,000++), merry little box (idr 988,000++), and big cheers (idr 1,288,000++). reserve now",25hours Hotel The Oddbird,True,"a playful holiday at the oddbird . celebrate christmas eve and christmas day with festive feasts at copafeaturing slow-roasted ribeye, traditional turkey, latin-style grills, fresh seafood, and indulgent festive desserts. the celebration continues with a cheerful christmas day brunch, offering comforting classics, vibrant flavours, and sparkling sips to carry the holiday spirit into the afternoon
. christmas eve dinner idr 750.000++
christmas day brunch idr 650.000++
:
the oddbird presents three holiday hampers: odd treat (idr 788,000++), merry little box (idr 988,000++), and big cheers (idr 1,288,000++).",87,Western / Fast Food,copajkt,copajkt,copa,,"latin american bistro 
@25hourshotel_jakarta lobby
open daily 6 am - 10 pm
reservation : 0817 0372 8888",3442.0,True,Jakarta Selatan,"25hours Hotel The Oddbird, Jakarta Selatan",,
408,3792373416667051450,DShN4eUEvW6,https://www.instagram.com/p/DShN4eUEvW6/,kokokuliner,"lumière sparkling season 🎄 
.
a festive celebration where light, tradition, and togetherness come alive. from christmas dining at bel étage, intimate dining at madeleine house, festive cocktails, family joy with breakfast with santa, to dazzling highlights like the swarovski suite. reserve now⤵️
.
st.regis jakarta
🖥️ @stregisjakarta 
📍 rajawali place jakarta, ji. h. r. rasuna said selatan no.kav. b, rw.4, kuningan, setiabudi, south jakarta
📞 0811 1922 2262

#kokokuliner #kokokulinerhotel #kokokulinerhoteljakarta #hoteljakarta #stregisjakarta",3,33,2025-12-21 15:49:26,2026-01-13 10:52:22.235790,"{'media_type': 2, 'product_type': 'clips'}",ST.REGIS JAKARTA,@stregisjakarta,"Rajawali Place Jakarta, JI. H. R. Rasuna Said Selatan No.Kav. B, RW.4, Kuningan, Setiabudi, South Jakarta",0811 1922 2262,,"lumière sparkling season .
a festive celebration where light, tradition, and togetherness come alive. from christmas dining at bel étage, intimate dining at madeleine house, festive cocktails, family joy with breakfast with santa, to dazzling highlights like the swarovski suite. reserve now","Rajawali Place Jakarta, JI. H. R. Rasuna Said Selatan No.Kav. B, RW.4, Kuningan, Setiabudi, South Jakarta",True,"lumière sparkling season . a festive celebration where light, tradition, and togetherness come alive. from christmas dining at bel étage, intimate dining at madeleine house, festive cocktails, family joy with breakfast with santa, to dazzling highlights like the swarovski suite.",40,Event,stregisjakarta,stregisjakarta,the st. regis jakarta,,"one michelin key hotel 2025
#1 best city hotel 2025 destinasian rca
#4 best city hotel 2025 t+l asia
tatler best city hotel in indonesia 2025",28033.0,True,Jakarta Selatan,"Rajawali Place Jakarta, JI. H. R. Rasuna Said Selatan No.Kav. B, RW.4, Kuningan, Setiabudi, South Jakarta",,
