id,post_id,shortcode,post_url,username,caption,likes_count,comments_count,posted_at,scraped_at,metadata
382,3797207786045212286,DSyZFzpkoZ-,https://www.instagram.com/p/DSyZFzpkoZ-/,kokokuliner,"An unforgettable dinner at The 18th Restaurant, The Trans Luxury Hotel. Exceptional quality, perfectly cooked steaks, and a dining experience that truly stands out. Luxury dining paired with the best city view, perfect for a romantic weekend with your partner⤵️
.
THE 18TH RESTAURANT
🖥️ @the18th_tlh 
📍 @thetransluxuryhotel 
📞 0811-8118-453

#kokokuliner #hotelBandung #TheTransLuxuryHotel #The18thRestaurant #TSM",3,40,2025-12-28 07:41:04,2026-01-13 10:52:21.811273,"{'media_type': 8, 'product_type': 'carousel_container'}"
383,3796748064724769403,DSwwj-zklp7,https://www.instagram.com/p/DSwwj-zklp7/,kokokuliner,"Staycation made perfect at The Trans Luxury Hotel Bandung from the grand lobby and direct access to TSM, to the white sand pool, kids club, and an amazing rooftop dinner with a view. The perfect choice for an end-of-year stay with family 

#kokokuliner #HotelBandung #TheTransLuxuryHotel",3,41,2025-12-27 16:27:41,2026-01-13 10:52:21.836899,"{'media_type': 8, 'product_type': 'carousel_container'}"
384,3796637014570438616,DSwXT_Skg_Y,https://www.instagram.com/p/DSwXT_Skg_Y/,kokokuliner,"2 DAYS LEFT 😋
.
Destinasi kuliner ahir pekan di Bandung wajib banget mampir ke @poppinsbazaar Christmas Market PVJ. Pilihan tenant nya udah dikurasi dan pasti enak enak mulai dari matcha, aneka dessert, minuman tea pot viral, pork station dan masih banyak lagi. Banyak tenant luar kota juga yang hadir disini
.
List tenants:
@brewnbloom_matcha @rue.coffee.avenue @madameyo.id @chanomyen.indonesia @thepattycourt @kingmorenos_id @mochilato.id @creperies.id @gebros_id @auntie_leen @mr.bakwan @chris_pork @chenbakery @babiyuk.id 
.
GASS LANGSUNG KESINI⤵️
.
POPPINS BAZAAR
🖥️ @poppinsbazaar 
📍 PVJ area luar CGV/Celfit
🗓️ 22-28 Dec 2025

#kokokuliner #kulinerBandung #PoppinsBazaar #ChristmasMarket #PVJMall",3,30,2025-12-27 12:47:02,2026-01-13 10:52:21.851799,"{'media_type': 8, 'product_type': 'carousel_container'}"
385,3796494590586018274,DSv27cnklni,https://www.instagram.com/p/DSv27cnklni/,kokokuliner,"OLEH-OLEH AHIR TAHUN DARI BANDUNG
.
Kalo ke Bandung ga boleh ketinggalan oleh-oleh siomay lejen yang satu ini. Pilihan nya ada Siomay, Tahu, Telur, Kentang, Kol, Paria. Harga satuan nya di 8rb. Tersedia juga kemasan vacuum frozen pack! Recommended banget buat cobain⤵️
.
BASO TAHU TULEN
🖥️ @baso_tahu_tulen 
📞 081910682288
📍 Paskal Hypersqaure Bandung
📍 Multiple Outlets

#kokokuliner #basotahutulen #basotahutulensituindah #oleholehBandung",3,68,2025-12-27 08:11:11,2026-01-13 10:52:21.893445,"{'media_type': 2, 'product_type': 'clips'}"
386,3795844829419849275,DStjMLYEsY7,https://www.instagram.com/p/DStjMLYEsY7/,kokokuliner,"UBE MATCHA ENAK DI POPPINS CHRISTMAS MARKET
.
Matcha ketemu ubi ungu perpaduan yang pas dan enak! Kalo ke Poppins Christmas Market PVJ wajib kepoin Rue deh! Cake dan minuman nya enak enak manis nya pas dan ga lebay! Menu yang gw coba ada: Rue’s Signature Matcha Latte, Ube Latte, Matcha Tiramisu Latte, Tiramisu Boozy, Thai Tea Cake, & Matilda Cake. Recommended buat cobain⤵️
.
RUE COFFEE AVENUE
🖥️ @rue.coffee.avenue 
📍 @poppinsbazaar, Christmas Market, PVJ area luar CGV/Celfit
🗓️ 22-28 Dec 2025

#kokokuliner #kulinerBandung #PoppinsBazaar #ChristmasMarket #RueCoffeeAvenue",3,50,2025-12-26 10:37:16,2026-01-13 10:52:21.915256,"{'media_type': 2, 'product_type': 'clips'}"
387,3795262204749677512,DSret33kgPI,https://www.instagram.com/p/DSret33kgPI/,kokokuliner,"FROM PADEL COURT TO PVJ 🍔
.
American-style burger enak di Poppins Christmas Market. Beef patty mereka unik di smash, tipis garing dan juicy, seasoning nya juga pas! Buat cemal cemil bisa order Animal Fries / Chicken Tenders. Recommended buat cobain⤵️
.
THE PATTY COURT
🖥️ @thepattycourt 
📍 @poppinsbazaar, Christmas Market, PVJ area luar CGV/Celfit
🗓️ 22-28 Dec 2025

#kokokuliner #kulinerBandung #PoppinsBazaar #ChristmasMarket #ThePattyCourt",3,32,2025-12-25 15:16:57,2026-01-13 10:52:21.929068,"{'media_type': 2, 'product_type': 'clips'}"
388,3795124577941756153,DSq_bI6kpj5,https://www.instagram.com/p/DSq_bI6kpj5/,kokokuliner,"MINUMAN MOCHI UNIK DI POPPINS CHRISTMAS MARKET
.
Mochi bisa diminum? Ini menu terbaru Mochi Drink Series: ada yang Mochi Strawberry Mango & Mochi Strawberry Matcha. Menu best seller lain nya ada Mango Sticky Rice, Mango Sagoo, Peach Gum, & Jelly Ball Dessert. Fix enak enak dan nyegerin banget! Bisa jadi penutup yang manis setelah makan berat. Recommended buat cobain⤵️
.
MADAME YO
🖥️ @madameyo.id 
📍 @poppinsbazaar, Christmas Market, PVJ area luar CGV/Celfit
🗓️ 22-28 Dec 2025

#kokokuliner #kulinerBandung #PoppinsBazaar #ChristmasMarket #MadameYo",3,41,2025-12-25 10:42:23,2026-01-13 10:52:21.941868,"{'media_type': 2, 'product_type': 'clips'}"
389,3795030115940986622,DSqp8iUkm7-,https://www.instagram.com/p/DSqp8iUkm7-/,kokokuliner,"BABI ENAK DI POPPINS CHRISTMAS MARKET 🐷
.
Menu-menu nya enak dan comfort food. Ada Sate Samcan, Nasi Babi Bawang Sambal Matah, Lu Rou Fan, & Butter Rice Butadon. Flavorful, Rich, Juicy! Recommended buat cobain⤵️
.
BABI YUK!
🖥️ @babiyuk.id 
📍 @poppinsbazaar, Christmas Market, PVJ area luar CGV/Celfit
🗓️ 22-28 Dec 2025

#kokokuliner #kulinerBandung #PoppinsBazaar #ChristmasMarket #BabiYuk",3,26,2025-12-25 07:34:52,2026-01-13 10:52:21.954306,"{'media_type': 2, 'product_type': 'clips'}"
390,3794689322827028572,DSpcdWAEphc,https://www.instagram.com/p/DSpcdWAEphc/,kokokuliner,"MEDAN BEST EGG ROLL 🥠
.
Egg Roll enak dari Medan hadir di Poppins Christmas Market PVJ. Pilihan varian nya ada yang sweet dan savoury. Packaging nya premium dan cantik, cocok buat kirim2 ke teman dan keluarga! 1 Box isi 10 pcs harganya 100-120K! Cemilan enak crunchy, manis nya pas, toppingnya melimpah, kalo fav gw yang Seaweed Chicken Floss! Tersedia juga aneka kue kering. Recommended buat cobain⤵️
.
CHEN BAKERY
🖥️ @chenbakery 
📍 @poppinsbazaar, Christmas Market, PVJ area luar CGV/Celfit
🗓️ 22-28 Dec 2025

#kokokuliner #kulinerBandung #PoppinsBazaar #ChristmasMarket #ChenBakery",3,30,2025-12-24 20:22:41,2026-01-13 10:52:21.965590,"{'media_type': 2, 'product_type': 'clips'}"
391,3794571898689608265,DSpBwmQEtpJ,https://www.instagram.com/p/DSpBwmQEtpJ/,kokokuliner,"MAKIN ENAK DAN BEDA 😋
.
Setelah reconcept dan recreate their menu under Chef Patrick Ramon, flavors nya beneran another level, bolder, more refined, seriously satisfying! Harus cobain Beef Boat Noodle Soup yang deep & rich broth, Thai Coconut & Lemongrass Braised Short Ribs yang fragrant, tender dan full flavour!
.
Mereka juga punya Christmas Set Menu, dan lagi ada Re-Opening promo discount 10% selama bulan December. Recommended buat family dining di momen libur ahir tahun di Bandung. MUST TRY⤵️
.
.
BYJO PASKAL 23
🖥️ @byjo.bdg 
📍 Ruko Paskal Blok 23 No.15-17, Bandung
⏰ 10 AM - 10 PM

#kokokuliner #ByJo #ByJoModernThaiBistro #23Paskal #PaskalHypersquare",3,42,2025-12-24 16:32:49,2026-01-13 10:52:21.991819,"{'media_type': 2, 'product_type': 'clips'}"
392,3794481164259069591,DSotIPOko6X,https://www.instagram.com/p/DSotIPOko6X/,kokokuliner,"BARU! OLEH-OLEH BANDUNG KLASIK DAN ENAK 🥯
.
Roti goreng khas Bandung yang digoreng fresh dan dioles butter Wijsman. Teksturnya garing di luar, lembut di dalam, dengan aroma klasik yang elegan
.
Tersedia 3 varian rasa: sapi, ayam, dan tuna. Simple, nostalgic, dan bikin pengen balik lagi⤵️
.
ROTI GORENG TAMANSARI
🖥️ @rotigorengbandung
📍 JI. Sawunggaling No.4, Bandung
📞 0819 3324 4978
⏰ 8 AM - 9 PM

#kokokuliner #RotiGoreng #RotiGorengTamanSari
#OlehOlehBandung",3,47,2025-12-24 13:24:49,2026-01-13 10:52:22.030552,"{'media_type': 2, 'product_type': 'clips'}"
393,3794301309399742455,DSoEPAVkjf3,https://www.instagram.com/p/DSoEPAVkjf3/,kokokuliner,"POPPINS CHRISTMAS MARKET PVJ BANDUNG 🍭
.
A festive playground filled with curated food tenants - mulai dari dessert manis, matcha, mango dessert, sampai minuman unik pake teapot ber asap, pork menu, burger, dan banyak pilihan enak lainnya! 😋👍🏻
.
Tenants:
@chris_pork @auntie_leen @thepattycourt @gebros_id @chanomyen.indonesia @rue.coffee.avenue @kingmorenos_id @brewnbloom_matcha @mykindofdessert.id @mochilato.id 
.
Cocok banget buat jadi destinasi kuliner akhir tahun bareng keluarga. Don’t miss it, Poppins Bazaar cuma hadir sampai 28 December di PVJ Bandung⤵️
.
POPPINS BAZAAR
🖥️ @poppinsbazaar 
📍 @pvjofficial, outside CGV / Celfit
🗓️ 22-28 December 2025

#kokokuliner #kulinerBandung #PoppinsBazaar #ChristmasMarket #PVJMall",3,43,2025-12-24 07:26:46,2026-01-13 10:52:22.048677,"{'media_type': 2, 'product_type': 'clips'}"
394,3793839994730344348,DSmbV_kkm-c,https://www.instagram.com/p/DSmbV_kkm-c/,kokokuliner,"MIE CHILI OIL ENAK DARI SURABAYA 🍜
.
Mie Chili Oil disini pake Mie Lebar dengan topping ayam cincang dan bakso goreng. Chili Oil nya aromatic pedes gurih. Ada juga yang Wonton Chili Oil, wonton nya lembut isiannya full ayam udang! Kalo suka yang manis gurih ada Wantan Mee, pake mie kecil dengan topping ayam chasiu dan wonton. Cus buruan langsung cobain⤵️
.
AUNTIE LEEN
🖥️ @auntie_leen 
📍 @poppinsbazaar, Christmas Market, PVJ area luar CGV/Celfit
🗓️ 22-28 Dec 2025
✔️ HALAL

#kokokuliner #kulinerBandung #PoppinsBazaar #ChristmasMarket #AuntieLeen",3,43,2025-12-23 16:19:15,2026-01-13 10:52:22.059643,"{'media_type': 2, 'product_type': 'clips'}"
395,3793571487979544619,DSleStLEiAr,https://www.instagram.com/p/DSleStLEiAr/,kokokuliner,"BAKWAN VIRAL SURABAYA DATENG KE BANDUNG LAGI 🍲
.
Ga pernah skip deh kalo mereka ada di food event. Selalu suka sama Bakwan Campur Special, Bakwan Goreng dan Pentol Saus Kacang nya! Banyak menu bakwan baru juga kayak bakwan keju, cincang pedas, mercon, & jamur. Tersedia juga frozen vacuum pack buat stock di rumah. Comfort food dan enak! Kalian harus cobain juga sih⤵️
.
MR.BAKWAN
🖥️ @mr.bakwan 
📍 @poppinsbazaar, Christmas Market, PVJ area luar CGV/Celfit
🗓️ 22-28 Dec 2025

#kokokuliner #kulinerBandung #PoppinsBazaar #ChristmasMarket #MrBakwan",3,112,2025-12-23 07:16:39,2026-01-13 10:52:22.069229,"{'media_type': 2, 'product_type': 'clips'}"
396,3793311014604415836,DSkjEUcEqNc,https://www.instagram.com/p/DSkjEUcEqNc/,kokokuliner,#kokokuliner #christmasJakarta #OnniHouseJakarta,3,32,2025-12-22 22:39:24,2026-01-13 10:52:22.080746,"{'media_type': 2, 'product_type': 'clips'}"
397,3793310782676163965,DSkjA8cEl19,https://www.instagram.com/p/DSkjA8cEl19/,kokokuliner,"SIGNATURE THEMATIC NIGHT BUFFET AT SATOO 🥩
.
Enjoy SATOO’s Signature Thematic Night Buffet — Butcher’s Feast. Available every Wednesday, 6.00–10.30 PM

A carnivore’s night out with premium cuts, bold flavors, and an indulgent feast you don’t want to miss⤵️
.
SATOO
🖥️ @shangrilajkt 
📍 Jl. Jend.Sudirman Kav.1, Jakarta
📞 0878 5759 8864

#kokokuliner #kokokulinerHotel #kokokulinerHotelJakarta #HotelJakarta #ShangriLaJakarta",3,74,2025-12-22 22:38:25,2026-01-13 10:52:22.090843,"{'media_type': 8, 'product_type': 'carousel_container'}"
398,3793307431997725468,DSkiQL4Etsc,https://www.instagram.com/p/DSkiQL4Etsc/,kokokuliner,"SEEDS OF TOMORROW 🎅🏻

#kokokuliner #kokokulinerHotel #kokokulinerHotelJakarta #ChristmasJakarta #EpisodeGadingSerpong",3,9,2025-12-22 22:32:02,2026-01-13 10:52:22.106679,"{'media_type': 2, 'product_type': 'clips'}"
399,3793303250737960701,DSkhTVxkhb9,https://www.instagram.com/p/DSkhTVxkhb9/,kokokuliner,"CHRISTMAS TREE LIGHTING HOTEL BOROBUDUR JAKARTA

#kokokuliner #kokokulinerHotel #kokokulinerHotelJakarta #ChristmasJakarta #BorobudurJakarta",3,21,2025-12-22 22:23:43,2026-01-13 10:52:22.120236,"{'media_type': 2, 'product_type': 'clips'}"
400,3793105816619481050,DSj0aS7Enfa,https://www.instagram.com/p/DSj0aS7Enfa/,kokokuliner,"CHRISTMAS ALA BATAK DI PIK2 😋
.
Batak comfort food for Christmas. Tempat nya modern, rasa makanan nya enak authentic Toba Taste. Ada Christmas set menu mulai dari appetizer sampai dessert lokal batak. Bumbu nya beneran flavorful dengan sentuhan Andaliman di setiap makanan nya
.
Recommended banget buat makan bareng teman dan keluarga di momen Natal dan Tahun Baru. Cus langsung book dari sekarang⤵️
.
LAPO HITANA
🖥️ @lapo_hitana 
📍 Brooklyn Commercial Lot CBD V, No.008, PIK2
📞 0811 1013 5738
⏰ 10 AM - 9 PM

#kokokuliner #kokokulinerJakarta #ChristmasJakarta #LapoHitana #PIK2",3,46,2025-12-22 15:58:46,2026-01-13 10:52:22.131935,"{'media_type': 2, 'product_type': 'clips'}"
401,3793105070352115954,DSj0Pb6Eijy,https://www.instagram.com/p/DSj0Pb6Eijy/,kokokuliner,"Where Indonesian heritage meets contemporary luxury. This festive season, Keraton celebrates Christmas with royal elegance—intimate gatherings, refined festive dining, and beautifully crafted experiences at The Club
.
From festive set menus and Christmas Eve dinner to a lavish Christmas Day brunch, every detail feels thoughtful, warm, and timeless. Even celebrations at home are elevated with Keraton’s Christmas Feast To-Go, bringing heritage flavours straight to your table⤵️
.
KERATON AT THE PLAZA
🖥️ @keraton_attheplaza 
📍 Jl. MH. Thamrin Kav.15, Menteng, Jakarta
☎️ (021) 5101 1234
📞 0815 1020 1234

#kokokuliner #kokokulinerHotel #kokokulinerHotelJakarta #HotelJakarta #KeratonatThePlaza",3,25,2025-12-22 15:49:42,2026-01-13 10:52:22.151032,"{'media_type': 8, 'product_type': 'carousel_container'}"
402,3793088037325537626,DSjwXkqkoFa,https://www.instagram.com/p/DSjwXkqkoFa/,kokokuliner,"FESTIVE FLAVORS OF DECEMBER ❄️
.
Enjoy a four-course Christmas set inspired by comforting home-style recipes with a refined festive touch. IDR 380,000++ per person | Available 1–26 December⤵️
.
SARI DELI
🖥️ @saridelicatessen 
📍 @saripacificjakarta 
📞 0815 1472 7722

#kokokuliner #kokokulinerHotel #ChristmasJakarta #SariPacificJakarta #SariDelicatessen",3,106,2025-12-22 15:15:51,2026-01-13 10:52:22.165901,"{'media_type': 8, 'product_type': 'carousel_container'}"
403,3793009713614084716,DSjej0Bktps,https://www.instagram.com/p/DSjej0Bktps/,kokokuliner,#kokokuliner #kokokulinerHotel #kokokulinerHotelJakarta #ChristmasJakarta #GranMeliaJakarta,3,22,2025-12-22 12:40:42,2026-01-13 10:52:22.177788,"{'media_type': 2, 'product_type': 'clips'}"
404,3792914546718555822,DSjI688kj6u,https://www.instagram.com/p/DSjI688kj6u/,kokokuliner,"Celebrate the festive season with timeless elegance and unforgettable dining moments. From lavish international buffets at Sailendra, refined Cantonese celebrations at Pearl Chinese Restaurant, to exquisite Japanese dining and Omakase at Asuka—every experience is crafted to bring warmth, flavour, and joy to the holidays
.
Festive Dining Highlights
• Christmas Eve Dinner & Christmas Day Brunch: from IDR 888,000++
• New Year’s Eve Dinner: from IDR 888,000++
• New Year’s Day Brunch: IDR 688,000++

Complete the celebration with The Royal Rouge Collection, JW Marriott Hotel Jakarta’s signature festive hampers—beautifully designed, thoughtfully curated, and perfect for sharing the joy of the season. Available from IDR 888,000 Nett
.
A season of warmth, wonder, and timeless festivities at JW Marriott Hotel Jakarta⤵️
.
JW MARRIOT JAKARTA
🖥️ @jwmarriottjkt 
📍 Jl. Dr. Ide Anak Agung Gde Agung No.1&2, Kuningan, Jakarta
📞 0811 9610 0137

#kokokuliner #kokokulinerHotel #kokokulinerHotelJakarta #ChristmasJakarta #JWMarriotJakarta",3,21,2025-12-22 09:35:02,2026-01-13 10:52:22.187863,"{'media_type': 2, 'product_type': 'clips'}"
405,3792840631623281762,DSi4HWJkuxi,https://www.instagram.com/p/DSi4HWJkuxi/,kokokuliner,"A SEASON OF JOY AND WONDER 🎅🏻
.
Christmas at Shangri-La Jakarta from festive global feasts at SATOO, elegant Italian celebrations at Rosso, to refined Chinese and Japanese dining at JIA and Nishimura. Shangri-La Jakarta turns the holiday season into a culinary celebration.
.
Enjoy Christmas Eve & Christmas Day buffets, indulgent New Year spreads, festive dim sum, Italian set menus, and beautifully crafted Japanese bento — each experience thoughtfully curated to celebrate togetherness, flavour, and festive joy⤵️
.
SHANGRI-LA JAKARTA
🖥️ @shangrilajkt 
📍 Jl. Jenderal Sudirman Kav.1, Jakarta
📞 0878-5659-8864

#kokokuliner #kokokulinerHotel  #ASeasonofJoyandWonder #ShangrilaJKT #Find YourShangriLa",3,34,2025-12-22 07:04:38,2026-01-13 10:52:22.201726,"{'media_type': 2, 'product_type': 'clips'}"
406,3792543449187775109,DSh0ixcEnKF,https://www.instagram.com/p/DSh0ixcEnKF/,kokokuliner,"THE SEASON TO SHINE ✨
.
Celebrate Christmas the Japanese way at Keyaki. An exclusive six-course Kirameku Kurisumasu dinner featuring refined kaiseki creations, premium ingredients, and beautiful city views. Price at IDR 1,500,000++ per set | Available 24 & 25 December 2025 (Dinner). Festive in Bento at IDR 500.000++. RESERVE NOW⤵️
.
KEYAKI RESTAURANT
🖥️ @keyakijakarta 
📍 @panpacific.jakarta 
📞 021 50820003

#kokokuliner #kokokulinerHotel #kokokulinerHotelJakarta #KeyakiRestaurant #PanPacificJakarta",3,18,2025-12-21 21:16:16,2026-01-13 10:52:22.215310,"{'media_type': 2, 'product_type': 'clips'}"
407,3792444830791116718,DSheHr5kieu,https://www.instagram.com/p/DSheHr5kieu/,kokokuliner,"A PLAYFUL HOLIDAY AT THE ODDBIRD 🐦‍⬛
.
Celebrate Christmas Eve and Christmas Day with festive feasts at COPA—featuring slow-roasted ribeye, traditional turkey, Latin-style grills, fresh seafood, and indulgent festive desserts. The celebration continues with a cheerful Christmas Day Brunch, offering comforting classics, vibrant flavours, and sparkling sips to carry the holiday spirit into the afternoon
.
Christmas Eve Dinner IDR 750.000++
Christmas Day Brunch IDR 650.000++
:
The Oddbird presents three holiday hampers: Odd Treat (IDR 788,000++), Merry Little Box (IDR 988,000++), and Big Cheers (IDR 1,288,000++). RESERVE NOW⤵️
.
COPA
🖥️ @copajkt 
📍 @25hourshotel_jakarta 
📞 0817 0372 8888

#kokokuliner #kokokulinerHotel #kokokulinerHotelJakarta #CoppaJakarta #25HrsJakarta",3,35,2025-12-21 17:59:47,2026-01-13 10:52:22.225939,"{'media_type': 2, 'product_type': 'clips'}"
